id,character,keyword,pinyin,description
1151,良,High-quality,liáng,贤妻良母 (xián qī liáng mǔ) Virtuous wife and good mother -- 善良 (shàn liáng) Kindness
1152,浪,Breakers (large and powerful waves),làng,
1153,娘,Mom (my dear mom),niáng,
1154,食,Food,shí,挑食 (tiāoshí) Picky Eating -- 饵食 (ěr shí) bait; lure food
1155,饭,Meal,fàn,饭量 (fàn liàng) Appetite -- 电饭煲 (diàn fàn bāo) Rice cooker
1156,餐,Dine,cān,
1157,馆,Bldg.,guǎn,
v1p304,p.旡,p.waitress,,
1158,既,Since (now that...),jì,
1159,概,Approximate,gài,
1160,平,"Even (flat, level)",píng,
1161,评,Eveluate,píng,
1162,坪,Level ground,píng,
1163,乎,Ooh! (Wild water lily),hū,似乎 (sì hū) it seems -- 几乎 (jī hū) Almost
1164,呼,Shout (v.),hū,
v1p307,p.乂,p.Sheaf (a bundle of grain stalks),,
1165,希,Hope (v.),xī,
1166,稀,Scarce,xī,稀奇 (xī qí) Rare
1167,杀,Kill,shā,杀身之祸 (shā shēn zhī huò) Fatal disaster -- 杀光 (shā guāng) Kill all -- 屠杀 (tú shā) Massacre -- 滥杀无辜 (làn shā wú gū) Kill innocent people indiscriminately -- 厮杀 (sī shā) Fight fiercely
1168,风,Wind (p. Windstorm),fēng,"出风头 (chū fēngtóu) Show Off -- 风俗 (fēngsú) custom, tradition"
1169,讽,Mock,fěng,
1170,冈,Ridge of a hill,gāng,
1171,刚,Just now,gāng,
1172,网,Web (also: internet),wǎng,
V1p308-1,p.凵,p.Pit,,
1173,画,Drawing,huà,动画 (dòng huà) animation
1174,凶,Cruel,xiōng,凶残 (xiōng cán) Ferocious
1175,胸,Bosom,xiōng,
V1p308-2,p.,p.Fagin (Heisenberg),,
1176,脑,Brain,nǎo,
1177,恼,Annoyed,nǎo,
1178,离,Leave (v.),lí,距离 (jù lí) Distance
1179,禽,Fowl (birds),qín,
1180,义,Righteousness (p. bouquet),yì,正义 (zhèng yì) justice; righteousness
1181,议,Deliberate (v.) Exchange views on something,yì,"建议 (jiànyì) suggestion, to suggest"
1182,蚁,Ant,yǐ,
1183,辛,Peppery (p. Chili Pepper),xīn,
1184,辩,"Dispute (debate, argue)",biàn,
1185,辟,"Repudiate (refute, deny)",pì,
1186,壁,Partition (n.) (like a wall),bì,
1187,避,Evade,bì,
1188,亲,Relatives,qīn,
1189,新,New,xīn,重新 (chóngxīn) Redo/renew -- 新闻速递 (xīn wén sù dì) News Bulletin
1190,薪,Fuel,xīn,薪水 (xīnshuǐ) salary
1191,幸,Good fortune,xìng,幸好 (xìng hǎo) Fortunately -- 幸存 (xìng cún) Survive -- 侥幸 (jiǎo xìng) By luck
v1p310,p.,p.Cornucopia,,
1192,叫,Call (v.),jiào,
1193,收,Receive,shōu,收拾 (shōu shi) deal with / tidy up
1194,亥,Sign of the Hog,hài,
1195,核,Nucleus,hé,
1196,孩,Tot (innocent child),hái,
1197,刻,Carve,kè,刻苦 (kè kǔ) Hardworking/assiduous -- 刻意 (kè yì) Deliberately
1198,该,Should,gāi,
1199,术,Art,shù,魔术 (mó shù) Magic
1200,述,Narrate,shù,
v1p312,p.,p.Wire mesh,,
1201,襄,Aid (v.) as primitive: a primitive android,xiāng,
1202,壤,Territory (also fertile soil or cultivated land),rǎng,
v1p313,p.,p. (Cyber) Hamster cage,,
1203,寒,"Frigid (very cold, not sexual)",hán,
1204,赛,Competition,sài,
v1p314,p.,p.Grow up,,
1205,毒,Poison (n.),dú,病毒性 (bìng dú xìng) Viral
1206,麦,Wheat,mài,
1207,素,Vegetarian diet,sù,
1208,青,Blue or green (p. Alien Mold),qīng,
1209,精,Refined (perfected),jīng,精密 (jīngmì) Precision -- 十分精彩 (shí fēn jīng cǎi) Very exciting -- 精华 (jīng huá) Essence
1210,请,Invite,qǐng,申请 (shēn qǐng) Apply -- 邀请 (yāoqǐng) to invite
1211,情,Feelings (affection),qíng,情绪 (qíng xù) Emotion -- 毫不知情 (háo bù zhī qíng) Completely unaware
1212,睛,Eyeball,jīng,
1213,清,Pure,qīng,清洁工 (qīng jié gōng) Cleaner -- 清高 (qīng gāo) Noble and aloof
1214,静,Quiet (no noise or disturbance),jìng,静止 (jìng zhǐ) Still/Motionless
1215,责,Responsibility,zé,责骂 (zé mà) Scold -- 责任心 (zé rèn xīn) Sense of responsibility -- 责怪 (zéguài) to blame
1216,绩,"Accomplishments (individual performances with measurable results, students and worker)",jì,
1217,表,Surface (n.),biǎo,"表露 (biǎo lù) reveal; show -- 列表 (lièbiǎo) list -- 表示 (biǎoshì) to express, to indicate"
1218,生,Life (p. Cell ? mmm),shēng,卫生间 (wèishēngjiān) Bathroom -- 娇生惯养 (jiāo shēng guàn yǎng) Pampered/Spoiled -- 产生 (chǎnshēng) Generate
1219,星,Star,xīng,
1220,姓,Surname,xìng,
1221,性,Sex (gender and sexuality?,xìng,"病毒性 (bìng dú xìng) Viral -- 本性 (běn xìng) nature; inherent character -- 个性 (gèxìng) personality -- 性格 (xìnggé) personality, character"
1222,胜,Victory,shèng,胜负难料 (shèng fù nán liào) outcome hard to predict -- 取胜 (qǔ shèng) Win
1223,丰,Plentiful (abundant) (p. bushes),fēng,丰富 (fēng fù) Rich/enrich
1224,害,Harm (Damage) (n.),hài,害羞 (hàixiū) shy
1225,割,Cut off (with a specific purpose of method),gē,
1226,慧,"Intelligent (ability to understand, analyze and comprehend)",huì,
1227,韦,Tanned hide (colored leather) as P: briar patch (Dornendickicht),wéi,
1228,围,Surround,wéi,
1229,伟,Great (person),wěi,
v1p317,p.,p.Bonsai,,
1230,春,Springtime,chūn,
1231,泰,Tranquil (serenity),tài,
v1p318,p.,p.Cornstalk (Maisstängel),,
1232,奉,"Proffer (v.) to offer respectfully, in a ritualistic, religious way",fèng,奉陪 (fèng péi) Accompany
1233,棒,"Cudgel (n.) (it's a mediEvel weapon, like a bat with an iron head)",bàng,
1234,击,to beat powerfully (v.),jī,击碎 (jī suì) Shatter -- 拳击 (quán jī) Boxing
1235,陆,Land (instead of water),lù,着陆 (zhuó lù) Land
1236,专,Specialty (professional expertise),zhuān,
1237,传,"Spread (v.) to transmit, to pass on, to convey",chuán,传令 (chuánlìng) Pass Orders -- 传授 (chuán shòu) Impart -- 传染 (chuán rǎn) Infect/Contagious -- 传说 (chuán shuō) legend/folklore
1238,转,Rotate,zhuàn,转转 (zhuànzhuan) to go for a walk -- 转告 (zhuǎn gào) Pass on (a message) -- 转播 (zhuǎn bō) Relay broadcast
V1p319-1,p.堇,Violet (it's actually its meaning),,
1239,勤,Diligent,qín,
1240,谨,"Careful, meticulous, attentive, taking things seriously and being detail-oriented and precise.",jǐn,
V1p319-2,p.,p.Silage (durch Gärung konserviertes hochwertiges Grünfutter),,
1241,垂,"to droop, to hang down (like barnches, curtains, hair)",chuí,
1242,锤,Hammer (n.),chuí,
1243,睡,to sleep,shuì,
1244,今,Now (p. clock),jīn,
1245,含,to harbor (v.) (things like grudges and resentment),hán,含有 (hán yǒu) Contain
1246,念,Miss (v.) to yearn for,niàn,纪念 (jì niàn) commemorate
1247,东,East (p. rickshaw),dōng,
1248,栋,"Building (actually the structural pillar used in construction, and measure word)",dòng,
1249,冻,Freeze (v.),dòng,
1250,陈,Exhibit (v.) (to present smth often in a formal way),chén,
1251,练,Practice (v.),liàn,训练 (xùn liàn) Training
1252,拣,Opt for (choose in a relatively casual or informal way),jiǎn,
1253,西,West,xī,
1254,要,Want,yào,"无关紧要 (wú guān jǐn yào) irrelevant, insignificant -- 必要 (bì yào) Necessary -- 要求 (yāoqiú) Request -- 要不是 (yàobùshì) if it weren’t for, but for"
1255,腰,Waist,yāo,
1256,票,Ticket,piào,
1257,漂,Drift (v.),piào,
1258,贾,Merchant (don't confuse with salesman),gǔ,
1259,南,South,nán,
1260,门,Gate,mén,
1261,们,(plural),men,
1262,闲,Leisure,xián,等闲之辈 (děng xián zhī bèi) ordinary people -- 闲聊 (xián liáo) Chat -- 闲扯 (xián chě) Chitchat
1263,问,Ask,wèn,
1264,间,Interval,jiàn,卫生间 (wèishēngjiān) Bathroom -- 眨眼间 (zhǎ yǎn jiān) In the blink of an eye -- 瞬间 (shùn jiān) Moment -- 阴间 (yīn jiān) Underworld
1265,简,Simple,jiǎn,
1266,闻,to hear (but also to smell),wén,新闻速递 (xīn wén sù dì) News Bulletin
1267,非,Non- (p. jail cell),fēi,非你莫属 (fēi nǐ mò shǔ) It must be you -- 除非 (chúfēi) unless
1268,排,Row,pái,
1269,罪,Guilt,zuì,
1270,靠,Lean on (to rely on someone),kào,可靠 (kě kào) reliable
v1p325,p.,p.Key,,
1271,侯,Marquis,hóu,
1272,候,Wait (v.) in the sense of after...时...,hòu,
v1p326,p.夬,p.Guillotine,,
1273,决,Decide,jué,一决高下 (yì jué gāo xià) Decide (on) who is superior
1274,快,Fast (adj.),kuài,痛快 (tòng kuài) delighted; straightforward and direct
1275,块,Lump,kuài,
1276,筷,Chopsticks,kuài,
1277,干,Dry (adj.) (p. Clothesline),gān,干脆 (gān cuì) Simply/directly -- 乳臭未干 (rǔ xiù wèi gān) Wet behind the ears
1278,岸,Shore,àn,
1279,旱,"Drought, dry spell",hàn,
1280,赶,Hurry,gǎn,
1281,于,Yu (p. clothing conveyor - Bekleidungsförderer),yú,甘于 (gān yú) Willing to/Content with -- 同归于尽 (tóng guī yú jìn) Mutual destruction
1282,宇,Eaves (the edge of the roof that overhangs the exterior siding),yǔ,
1283,余,Excess (p. scale with spinning indicator),yú,
1284,除,Eliminate,chú,解除 (jiě chú) remove; lift -- 除非 (chúfēi) unless
1285,途,Route,tú,前途 (qián tú) Future
1286,束,Bundle up (p. a bundle),shù,装束 (zhuāng shù) Attire
1287,速,Quick,sù,迅速 (xùn sù) Rapid -- 新闻速递 (xīn wén sù dì) News Bulletin
1288,辣,Spicy Hot,là,
1289,整,"Entire (whole, complete) - to bully",zhěng,整齐 (zhěngqí) tidy; neat
1290,重,Heavy,zhòng,重新 (chóngxīn) Redo/renew -- 重力 (zhònglì) Gravity
1291,懂,Understand,dǒng,
V1p330-1,p.,p.Sickness,,
1292,病,Illness,bìng,病毒性 (bìng dú xìng) Viral -- 神经病 (shénjīngbìng) crazy person (colloquial)
1293,痛,Ache (v.) localised sharp pain,tòng,痛恨 (tònghèn) Despise -- 痛快 (tòng kuài) delighted; straightforward and direct -- 长痛不如短痛 (cháng tòng bù rú duǎn tòng) a short pain is better than a long one
1294,疯,Insane,fēng,
V1p330-2,p.匚,"p.Box (not a cool one, just a paper box! don't mix up, it's just a primitive)",,
1295,区,Region,qū,
1296,枢,Hub,shū,
1297,欧,Europe,ōu,
1298,医,Physician,yī,
V1p331-1,p.卬,p.Stamp collection,,
1299,仰,Look up to,yǎng,
1300,迎,Greet,yíng,
V1p331-2,p.,p.Teepee (american indan tent),,
1301,登,Ascend,dēng,登场 (dēng chǎng) to appear on stage; make an entrance
1302,发,Send out (p. Courier Dog),fā,激发 (jī fā) Inspire/Stimulate -- 引发 (yǐn fā) Trigger -- 焕发 (huàn fā) Radiate -- 发育 (fā yù) Develop -- 假发 (jiǎ fǎ) Wig -- 发抖 (fā dǒu) Tremble -- 染头发 (rǎn tóu fà) Dye hair -- 发音 (fāyīn) pronunciation
1303,废,Discard,fèi,废物 (fèi wù) waste; trash; good-for-nothing (person)
v1p333,p.,p.Rooster tail,,
1304,形,Shape (n.),xíng,形势 (xíngshì) Situation -- 遁形 (dùn xíng) become invisible; vanish without a trace
1305,影,Shadow,yǐng,"影响 (yǐngxiǎng) to influence, impact"
1306,彩,Hue,cǎi,十分精彩 (shí fēn jīng cǎi) Very exciting
1307,须,Have to (to do list),xū,
1308,参,Participate (p. brawl),cān,
1309,惨,Wretched,cǎn,
1310,修,Repair (v.),xiū,
v1p334,p.㐱,p.Cocktail,,
1311,珍,"Rare (not common, precious, etc.)",zhēn,
1312,产,Products (p. bungee-jumper,chǎn,产生 (chǎnshēng) Generate
1313,彦,Erudite,yàn,
1314,颜,Countenance (Antlitz),yán,"给点颜色看看 (gěi diǎn yán sè kàn) ""teach someone a lesson""; show one's power"
1315,文,Literature (highlander),wén,
1316,蚊,Mosquito,wén,
1317,这,This,zhè,
1318,齐,Identical,qí,聚齐 (jù qí) to bring something together from different places，assemble -- 整齐 (zhěngqí) tidy; neat
1319,济,to relieve (bring relief to someone in need),jì,
v1p335,p.,p.Sparkler,,
1320,率,"Rate (n.) - as in ""tax rate""",shuài,
1321,摔,Tumble (v.) (p. to take a fall),shuāi,
1322,央,Center,yāng,
1323,英,England,yīng,英雄 (yīng xióng) hero
v1p336,p.奂,p.Victorian lady,,
1324,唤,Call out,huàn,召唤 (zhào huàn) summon/conjure
1325,换,Exchange (v.),huàn,换句话说 (huàn jù huà shuō) in other words
1326,巴,Crust (p. crust or mosaic),bā,摇尾巴 (yáo wěi ba) wagging tail
1327,把,Grasp (v.),bǎ,把握 (bǎ wò) Grasp
1328,爸,Papa,bà,
1329,吧,Bar (n.),bā,
1330,色,Color,sè,"给点颜色看看 (gěi diǎn yán sè kàn) ""teach someone a lesson""; show one's power"
1331,绝,Discontinue,jué,"艰苦卓绝 (jiān kǔ zhuó jué) extremely hard and bitter/arduous -- 绝招 (jué zhāo) Special skill -- 绝望 (jué wàng) Despair -- 绝对 (juéduì) absolutely, definitely -- 拒绝 (jùjué) to refuse, reject"
1332,艳,Gorgeous,yàn,
1333,甘,"Sweet (p. wicker basket, the small kind you take on a picnic)",gān,甘心 (gān xīn) Willingly -- 甘于 (gān yú) Willing to/Content with
1334,某,Such and such (adj) (irgend- ...),mǒu,某个 (mǒu gè) A Certain
1335,其,His-hers-its-theirs (p. clothes hamper),qí,尤其 (yóu qí) Especially
1336,期,Period of time,qī,期待 (qī dài) Expect/look forward
1337,基,Base (n.),jī,基本 (jīběn) basically -- 基地 (jīdì) Base
1338,甚,Tremendously,shèn,甚至 (shèn zhì) Even -- 欺人太甚 (qī rén tài shèn) Bully excessively
1339,斯,Sphinx,sī,
v1p339,p.,p.Purse,,
1340,贵,Expensive,guì,
1341,遗,to bequeath (leave (property) to a person or other beneficiary by a will),yí,遗憾 (yí hàn) Regret
1342,舞,Dance (n./v.),wǔ,
1343,且,Moreover,qiě,
1344,姐,Older sister,jiě,
1345,组,Group (n.),zǔ,
1346,祖,Ancestor,zǔ,
1347,助,Assist (v.),zhù,协助 (xié zhù) assist
v1p341,p.並,p.Side by side,,
1348,普,Universal,pǔ,
1349,业,Profession,yè,
1350,显,Obvious,xiǎn,"明显 (míngxiǎn) obvious, clear"
1351,亚,Asia,yà,亚军 (yà jūn) Runner-up
1352,恶,Evil (n./v.),è,邪恶 (xié è) Evil -- 恶劣 (è liè) bad; vile
1353,严,Strict,yán,
1354,共,Together,gòng,"共同 (gòngtóng) common, shared"
1355,供,Supply (n. / v.) (of goods),gōng,
1356,巷,Lane,xiàng,
1357,港,Port (Harbour),gǎng,
1358,井,Well (n.),jǐng,
1359,讲,Lecture (v.),jiǎng,"讲理 (jiǎnglǐ) reasonable, to be reasonable"
1360,进,Advance (v.),jìn,先进 (xiān jìn) Advanced -- 进攻 (jìn gōng) Attack
1361,用,Utilize (p. rack),yòng,利用 (lìyòng) Utilize -- 占用 (zhàn yòng) Occupy
1362,角,Angle (p. office safe),jiǎo,主角 (zhǔ jué) Main character
1363,确,Reliable,què,的确 (díquè) Indeed
1364,解,Untie,jiě,解剖 (jiěpōu) Dissection -- 解除 (jiě chú) remove; lift -- 解释 (jiěshì) to explain
1365,嘴,Orifice,zuǐ,闭嘴 (bì zuǐ) Shut up
1366,再,Once more,zài,
v1p344,p.冊,p.Tome,,
1367,扁,Flat (p. book cover),biǎn,看扁 (kàn biǎn) look down upon
1368,篇,Piece of writing,piān,
1369,编,Compile,biān,编造 (biān zào) fabricate; make up (a story/lie)
1370,典,Canon,diǎn,
1371,氏,Family name,shì,摄氏 (shè shì) Celsius
1372,纸,Paper,zhǐ,
1373,昏,Dusk,hūn,昏迷 (hūn mí) unconscious/coma
1374,婚,Marriage,hūn,
v1p346,p.氐,p.Calling card,,
1375,低,Low,dī,低估 (dī gū) Underestimate -- 降低 (jiàng dī) lower/reduce
1376,底,Bottom,dǐ,
1377,民,People,mín,
1378,眠,Slumber (n.) (sleep - der Schlaf),mián,冬眠 (dōng mián) Hibernate -- 不眠不休 (bù mián bù xiū) Sleepless
1379,甫,Fu (p. dog tag),fǔ,
1380,辅,Supplement (v.),fǔ,
v1p347,p.尃,p.Gummed label,,
1381,博,Knowledgeable (PhD),bó,
1382,搏,Wrestle,bó,脉搏 (mài bó) Pulse
v1p348,p. 阝,p.City walls,,
1383,都,Metropolis,dū,
1384,部,Department,bù,俱乐部 (jù lè bù) Club
1385,郎,Young man,láng,
1386,帮,Help (v.),bāng,
1387,乡,Countryside,xiāng,
v1p349,p.,p.Staple gun,,
1388,段,Section (n.),duàn,
1389,锻,Forge (v.),duàn,
V1p349-2,p.,p.Clothes hanger,,
1390,幻,Unreal,huàn,
1391,司,Take charge of,sī,
1392,词,Word,cí,
1393,书,Book,shū,
1394,舟,Boat,zhōu,
v1p350,p.,p.Belch (burp),,
1395,船,Ship (n.),chuán,
1396,般,Sort (n.),bān,
1397,盘,Tray,pán,
1398,搬,Relocate,bān,
1399,瓜,Melon,guā,
1400,孤,Orphan,gū,孤独 (gū dú) Lonely
1401,益,Benefit (n.),yì,受益匪浅 (shòu yì fěi qiǎn) Benefited greatly
v1p353,p.,p.Braces,,
1402,假,Vacation,jià,"假扮 (jiǎ bàn) to disguise, to impersonate -- 假如 (jiǎ rú) If -- 假发 (jiǎ fǎ) Wig -- 假装 (jiǎ zhuāng) Pretend"
1403,暇,Spare time,xiá,
1404,气,Air,qì,"氧气 (yǎng qì) Oxygen -- 氧气罩 (yǎng qì zhào) Oxygen mask -- 口气 (kǒu qì) Tone -- 锐气 (ruì qì) sharpness -- 脾气 (pí qì) Temper -- 泄气 (xiè qì) Discouraged -- 稚气 (zhì qì) Childish -- 土气 (tǔ qì) Unfashionable, rustic"
1405,汽,Vapor,qì,
1406,面,Face-to-face,miàn,下面 (xià miàn) Below -- 面试 (miàn shì) Interview
1407,革,Leather,gé,
1408,鞋,Shoes,xié,
1409,勒,Tighten,lēi,
v1p353,p.,p.Civil war,,
1410,馨,Fragrant,xīn,
1411,声,Voice,shēng,
1412,承,Undertake,chéng,"继承 (jì chéng) Inherit -- 承认 (chéngrèn) to admit, to acknowledge"
1413,蒸,Steam (v.),zhēng,
1414,牙,Tooth,yá,
1415,穿,Pass through,chuān,穿透 (chuāntòu) Penetrate
1416,呀,Wow!,ya,
v1p355,p.釆,p.Droppings,,
1417,释,Explain,shì,解释 (jiěshì) to explain
1418,番,"Try (n) (attempt, taking the time and effort to do something) (p. Fertilizer)",fān,
1419,翻,Turn over,fān,
1420,播,Broadcast (v.),bō,转播 (zhuǎn bō) Relay broadcast -- 播报 (bō bào) Broadcast -- 插播 (chā bō) Interrupt broadcast
1421,毛,Fur,máo,飞毛腿 (fēi máo tuǐ) Fast runner -- 汗毛 (hàn máo) body hair; fine hair on skin
1422,尾,Tail,wěi,摇尾巴 (yáo wěi ba) wagging tail
1423,笔,Pen,bǐ,
v1p356,p.乇,p.Fur ball,,
1424,托,Entrust,tuō,拜托 (bài tuō) Please -- 托你的福 (tuō nǐ de fú) thanks to you (polite)
1425,宅,Dwelling (place to live in),zhái,住宅 (zhù zhái) residence
v1p357,p.,p.Barrette,,
1426,展,Unfold,zhǎn,展现 (zhǎn xiàn) Display -- 展示 (zhǎn shì) Display -- 大展拳脚 (dà zhǎn quán jiǎo) showcase one's abilities; put skills into full play
1427,丧,Funeral,sàng,丧失 (sàng shī) Lose
1428,长,Long,cháng,校长 (xiàozhǎng) Principal -- 擅长 (shàn cháng) Be good at -- 长痛不如短痛 (cháng tòng bù rú duǎn tòng) a short pain is better than a long one
1429,张,Stretch (v.),zhāng,紧张 (jǐn zhāng) Nervous -- 嚣张 (xiāo zhāng) arrogant; aggressive; domineering
1430,涨,Swell (v.),zhàng,
V1p359-1,p.倠,p.Birdman,,
1431,雁,Wild goose,yàn,
V1p359-2,p.,p.Owl,,
1432,应,Ought to,yīng,"应对 (yìngduì) to cope, to deal with -- 应聘 (yìng pìn) Apply for a job -- 反应 (fǎn yìng) Reaction/Feedback -- 答应 (dā yìng) Promise"
1433,兴,Excitement,xìng,对……感兴趣 (duì... gǎn xìngqù) to be interested in...
1434,举,Lift up,jǔ,轻而易举 (qīng ér yì jǔ) Easy -- 一举一动 (yī jǔ yī dòng) Every move -- 举行 (jǔ xíng) Hold (an event)
V1p359-3,p.佥,p.Hootenanny,,
1435,检,Examine,jiǎn,
1436,脸,Face (n.),liǎn,
1437,险,Perilous (situations or circumstances that involve potential dangers or uncertainties),xiǎn,
1438,鸟,Bird,niǎo,
1439,鸡,Chicken,jī,
1440,鹰,Hawk,yīng,
1441,鸭,Duck (n.),yā,
1442,岛,Island,dǎo,岛屿 (dǎoyǔ) Island
V1p361-1,p.禺,p.Talking cricket,,
1443,遇,Encounter (v.),yù,
V1p361-2,p.缶,p.Tin can,,
1444,缺,Deficient,quē,
v1361-3,p.,p.Can opener,,
1445,遥,"Remote （diastant, far)",yáo,一步之遥 (yī bù zhī yáo) A step away -- 遥控器 (yáo kòng qì) remote control
1446,摇,Shake (v.),yáo,摇尾巴 (yáo wěi ba) wagging tail
1447,兔,Rabbit,tù,兔崽子 (tù zǎi zi) Brat
1448,逸,Flee,yì,安逸 (ān yì) Comfortable
1449,免,Avoid,miǎn,未免 (wèi miǎn) Somewhat
1450,晚,Nightfall,wǎn,
1451,象,Elephant,xiàng,印象 (yìn xiàng) Impression
1452,像,Likeness,xiàng,图像 (tú xiàng) image/picture
1453,马,Horse,mǎ,放马过来 (fàng mǎ guò lái) Bring it on -- 马虎 (mǎ hu) Careless
1454,妈,Mama,mā,婆婆妈妈 (pó po mā mā) overly fussy; long-winded (describing someone nitpicky or indecisive)
1455,吗,Yes or no (question) ma?,ma,
1456,骂,Scold (v.),mà,责骂 (zé mà) Scold
1457,验,Check (v.),yàn,实验 (shíyàn) Experiment -- 考验 (kǎo yàn) Test
1458,骑,Ride (v.),qí,
1459,虎,Tiger,hǔ,马虎 (mǎ hu) Careless
1460,虑,Ponder,lǜ,
1461,虚,FALSE,xū,
1462,鹿,Deer,lù,
1463,熊,Bear (n.),xióng,
1464,能,Ability,néng,才能 (cáinéng) talent -- 无能为力 (wú néng wéi lì) Powerless -- 潜能 (qián néng) Potential
1465,寅,Sign of the Tiger,yín,
1466,演,Perform,yǎn,
1467,辰,Sign of the Dragon,chén,
1468,晨,Morning,chén,
1469,关,Shut,guān,"无关紧要 (wú guān jǐn yào) irrelevant, insignificant -- 关心 (guānxīn) care about"
1470,送,Deliver,sòng,
1471,联,"Unite (ally, join)",lián,联络 (lián luò) Contact
1472,鬼,Ghost,guǐ,鬼魂 (guǐ hún) Ghost -- 搞鬼 (gǎo guǐ) play tricks; scheme secretly -- 胆小鬼 (dǎn xiǎo guǐ) coward
1473,魔,Demon,mó,魔术 (mó shù) Magic
1474,龙,Dragon,lóng,
1475,袭,Raid (v.),xí,偷袭 (tōu xí) Sneak attack
v1p368,p.,p.Razor wire,,
1476,那,That,nà,刹那 (chà nà) instant; brief moment
1477,哪,Which?,nǎ,
1478,两,Dos (p: yoke),liǎng,
1479,俩,Duo,liǎ,
1480,满,Full,mǎn,
1481,县,County (district),xiàn,
1482,悬,"Suspend (in the sense of ""hang"" not ""interrupt"")",xuán,悬崖 (xuányá) Cliff
v1p369,p.囱,p.GPS,,
1483,窗,Window,chuāng,
1484,电,Electricity,diàn,电饭煲 (diàn fàn bāo) Rice cooker -- 电梯 (diàn tī) elevator; lift
v1p370,p.奄,p.Hang glider (like a gigantic kite),,
1485,掩,Conceal,yǎn,
1486,丑,Clown,chǒu,"丑话 (chǒuhuà) unpleasant words, harsh truth"
1487,扭,Twist (v.),niǔ,
1488,黄,Yellow,huáng,
1489,横,Horizontal,héng,
1490,赤,Crimson,chì,
1491,亦,Likewise (Billionaire),yì,
1492,弯,Curved,wān,
1493,湾,Bay,wān,
1494,恋,Be enamored of,liàn,
1495,变,Change (v.),biàn,变态 (biàntài) pervert
1496,卑,Lowly,bēi,卑鄙 (bēi bǐ) Despicable -- 自卑 (zìbēi) low self-esteem; feel inferior
1497,牌,"Brand (n.) (trademark of a manifactured product, not hot iron on cow)",pái,
1498,套,Cover (n.) （case),tào,圈套 (quān tào) trap; snare; scheme
1499,曰,"Sayeth (refers to things famous people sayeth - is used fo the verb ""to say"" in classical texts)",yuē,
1500,属,Belong to,shǔ,非你莫属 (fēi nǐ mò shǔ) It must be you
1501,叭,trumpet (n.),bā,
1502,咕,mutter,gū,
1503,胆,gall bladder,dǎn,胆子大 (dǎnzi dà) Brave/courageous -- 胆小鬼 (dǎn xiǎo guǐ) coward -- 胆小 (dǎnxiǎo) timid
1504,咱,we (inclusive),zán,
1505,肿,swollen,zhǒng,
1506,串,string together (p. shish kebab),chuàn,
1507,吓,terrify,xià,
1508,罩,overspread,zhào,氧气罩 (yǎng qì zhào) Oxygen mask -- 笼罩 (lǒng zhào) shroud -- 防护罩 (fáng hù zhào) protective shield
1509,兽,beast,shòu,猛兽 (měng shòu) Beast
1510,嚣,hubbub (a chaotic din caused by a crowd of people),xiāo,嚣张 (xiāo zhāng) arrogant; aggressive; domineering
1511,矗,stand straight,chù,
1512,颠,invert,diān,
1513,巩,strengthen,gǒng,
1514,叨,talkative,dāo,
1515,刮,scrape (v.),guā,
1516,盯,stare at,dīng,
1517,呵,rebuke (v.),hē,
1518,姑,father's sister,gū,
1519,婴,baby,yīng,
1520,姆,nanny,mǔ,
1521,兢,cautious,jīng,
1522,奋,exert oneself (to make an effort to do something),fèn,
1523,夹,press from both sides,jiā,
1524,颊,cheek,jiá,
1525,厕,toilet,cè,
1526,硕,big (literary),shuò,
1527,砌,lay brick,qì,
1528,哨,whistle (n.),shào,
1529,晃,"to sway, to dazzle",huàng,
1530,泪,tears,lèi,
1531,泄,discharge (v.),xiè,泄气 (xiè qì) Discouraged
1532,泊,moor (v.) (To cast anchor),bó,
1533,沾,soak,zhān,沾到 (zhān dào) get stained; come into contact with
1534,渺,insignificant,miǎo,渺茫 (miǎo máng) Uncertain/Slim
1535,汰,get rid of,tài,
1536,咏,to chant,yǒng,
1537,腺,gland,xiàn,
1538,鲁,Lu (surname),lǔ,
1539,坦,level (adj.) smooth,tǎn,
1540,坝,dam,bà,
1541,涯,bank (n.) water margin,yá,
1542,娃,newborn,wá,
1543,肘,elbow,zhǒu,
1544,碍,obstruct,ài,障碍 (zhàng ài) Obstacle -- 妨碍 (fáng'ài) Obstruct
1545,夺,take by force,duó,
1546,灼,scorch (burn the surface of (something) with flame or heat),zhuó,
1547,炒,stir fry (v.),chǎo,
1548,灶,cooking stove,zào,
1549,哩,mile,lǐ,
1550,厘,smidgen (a small amount of something),lí,
1551,鲤,carp,lǐ,
1552,嘿,hey!,hēi,
1553,熏,to treat with smoke,xūn,
1554,丹,cinnabar red,dān,
1555,炯,shining,jiǒng,
1556,晌,part of the day,shǎng,
1557,淌,trickle (v.),tǎng,
1558,宁,calm (adj.),níng,宁愿 (nìng yuàn) Would rather -- 宁可 (nìng kě) Preferably/Would rather
1559,寡,widowed,guǎ,
1560,喧,boisterous,xuān,
1561,棚,"shed (n.) (a simple roofed structure used for garden storage, to shelter animals, or as a workshop)",péng,
1562,柏,cypress,bǎi,
1563,朴,plain (adj.) - plain and simple,pǔ,
1564,朵,flouds (counter for flowers and clouds),duǒ,
1565,杠,a thick stick,gàng,
1566,椅,chair,yǐ,
1567,樱,cherry,yīng,
1568,梢,treetops,shāo,
1569,杜,to prevent,dù,
